price,bedrooms,bathrooms,floors,view,condition,city,statezip,city_ordinal,sqft_living_scaled,sqft_above_scaled,yr_built_scaled,yr_renovated_scaled,sqft_basement_scaled,sqft_lot_scaled
588500.0,3.0,1.75,1.0,0,3,Sammamish,98074,37,0.19795722694113943,0.1655708871327843,0.7017543859649145,0.0,0.07468879668049792,0.013277072970807952
365000.0,3.0,1.0,1.0,0,4,Seattle,98106,31,-1.0895488989970088,-0.8552216619946034,0.48245614035088025,0.9975173783515392,0.0,0.005399690754298701
1200000.0,5.0,2.75,1.5,0,3,Seattle,98105,31,0.8001778342347894,1.2559629282461302,0.34210526315789735,0.977656405163853,0.0,0.008235995454460777
242500.0,3.0,1.5,1.0,0,4,Kent,98042,20,-0.9753346458895925,-0.72762259335368,0.5701754385964932,0.0,0.0,0.008459546563833157
419000.0,3.0,1.5,1.0,0,4,Bellevue,98007,40,-0.5911594308919192,-0.29842572610693735,0.49122807017543835,0.0,0.0,0.005646528437564038
367500.0,4.0,3.0,2.0,0,3,Auburn,98092,8,1.00784011261191,1.4879612348659912,0.850877192982459,0.0,0.0,0.006141135267050429
257950.0,3.0,1.75,1.0,0,3,Des Moines,98198,9,-0.79882170926904,-0.5304240327267982,0.7631578947368425,0.9930486593843098,0.0,0.00486223662884927
275000.0,3.0,1.5,1.0,0,3,North Bend,98045,16,-0.9961008737273046,-0.750822424015666,0.7280701754385994,0.9975173783515392,0.0,0.008978371430168223
750000.0,3.0,1.75,2.0,0,5,Seattle,98115,31,0.1045092016714351,-0.32162555676892346,0.20175438596491446,0.0,0.14315352697095435,0.009258741779839416
435000.0,4.0,1.0,1.0,0,4,Bellevue,98006,40,-0.7157567979181917,-0.4376247100788539,0.4736842105263186,0.9826216484607746,0.0,0.007602600644572364
626000.0,3.0,2.25,2.5,0,3,Seattle,98102,31,-0.4042633803525106,-0.4144248794168678,0.9210526315789487,0.0,0.058091286307053944,0.0008699864006408466
612500.0,4.0,2.5,2.0,0,3,Bothell,98011,24,0.6132817836953808,1.0471644522882555,0.7982456140350891,0.0,0.0,0.010826393934313233
495000.0,4.0,1.75,1.0,0,3,Seattle,98125,31,-0.5600100891353511,-0.8088220006706313,0.5175438596491233,0.9875868917576961,0.0975103734439834,0.005348460291734198
285000.0,3.0,2.5,1.0,0,4,Federal Way,98003,6,-0.05123750711140542,-0.5420239480577913,0.7631578947368425,0.0,0.15145228215767634,0.009497196296503288
615000.0,3.0,1.75,1.0,0,4,Seattle,98136,31,0.2291065686977075,-0.5420239480577913,0.4210526315789487,0.0,0.20746887966804978,0.006197023044393525
698000.0,4.0,2.25,1.5,0,5,Kirkland,98033,34,0.06297674599601097,-0.6116234400437495,0.1754385964912295,0.0,0.18672199170124482,0.00988468488608208
675000.0,5.0,2.5,2.0,0,3,Issaquah,98029,32,0.7067298089650851,1.1515636902671929,0.6929824561403528,1.0,0.0,0.06229624247843664
790000.0,3.0,2.5,1.0,0,4,Seattle,98117,31,0.47830130275025234,-0.14762682680402783,0.44736842105263364,0.9925521350546177,0.18672199170124482,0.0038301756739134484
382500.0,4.0,1.75,1.0,0,4,Kirkland,98034,34,-0.6015425448107753,-0.31002564143793043,0.5877192982456165,0.0,0.0,0.00750945434900054
499950.0,4.0,2.5,2.0,0,3,Woodinville,98072,33,0.7482622646405093,0.42076902441463127,0.912280701754387,0.9945382323733862,0.13900414937759337,0.0025214702211293055
650000.0,4.0,2.0,1.5,1,3,Seattle,98115,31,-0.33158158292051837,-0.21722631878998608,0.3947368421052637,0.9980139026812314,0.03734439834024896,0.004063041412843011
625000.0,4.0,2.5,2.0,0,3,Shoreline,98155,18,0.7067298089650851,1.1515636902671929,1.0,0.0,0.0,0.007237467165930811
400000.0,4.0,2.5,1.5,0,3,Auburn,98092,8,1.547762036392424,0.5483680930555547,0.6929824561403528,1.0,0.27593360995850624,0.03935058402727323
604000.0,3.0,2.5,2.0,2,3,Federal Way,98023,6,1.1428205935570386,1.6387601341689007,0.8333333333333357,0.0,0.0,0.0302846550792675
440000.0,2.0,1.0,1.0,0,4,Seattle,98107,31,-1.390659202643834,-1.1916192065934017,0.38596491228070207,0.0,0.0,0.003923321969485274
287200.0,3.0,3.0,1.0,0,4,Maple Valley,98038,12,-0.30043224116395023,-0.8552216619946034,0.8070175438596507,0.0,0.15767634854771784,0.01800331600812236
403000.0,3.0,2.0,1.0,2,5,Normandy Park,98166,25,-0.18621798805653386,-0.20562640345899302,0.5,0.0,0.06431535269709543,0.011607891354160845
750000.0,3.0,2.5,1.0,2,4,Seattle,98116,31,0.26025591045427565,-0.4492246254098469,0.48245614035088025,0.9975173783515392,0.1970954356846473,0.0055068089942063
335000.0,3.0,2.25,1.0,0,4,Fall City,98024,38,-0.5807763169730632,-0.2868258107759443,0.6842105263157912,0.9930486593843098,0.0,0.014509398461223198
260000.0,4.0,2.0,1.0,0,4,Renton,98055,15,-0.6846074561616236,-0.40282496408587476,0.6491228070175445,0.0,0.0,0.007439594627321672
308500.0,2.0,1.0,1.0,0,4,Shoreline,98155,18,-1.3387436330495537,-1.1336196299384365,0.438596491228072,0.9846077457795431,0.0,0.005156578922856238
439950.0,3.0,2.5,2.0,0,3,Seattle,98116,31,-0.38349715251479854,-0.06642741948707653,0.7894736842105274,0.9975173783515392,0.0,0.002083682631941728
235000.0,2.0,1.0,1.0,0,2,Seattle,98106,31,-0.9649515319707365,-0.7160226780226869,0.42982456140351033,0.0,0.0,0.008161478418003318
315000.0,3.0,1.0,1.0,0,3,Woodinville,98077,33,-1.0168671015650166,-0.7740222546776521,0.5964912280701782,0.9915590863952334,0.0,0.007956556567745302
437500.0,3.0,2.25,2.0,0,4,Issaquah,98027,32,-0.17583487413767784,0.1655708871327843,0.6754385964912295,0.0,0.0,0.03210007637996237
407500.0,3.0,2.5,2.0,0,3,Renton,98059,15,-0.21736732981310197,0.11917122580881215,0.8421052631578974,0.0,0.0,0.009148829151064663
445700.0,3.0,2.5,3.0,0,3,Seattle,98107,31,-0.9026528484576003,-0.6464231860367287,0.8859649122807021,0.0,0.0,0.0005048529219992921
838000.0,4.0,2.5,2.0,0,3,Redmond,98052,36,1.2155023909890308,1.719959541485852,0.8859649122807021,0.0,0.0,0.03945677080422512
630000.0,4.0,2.75,2.0,0,3,Issaquah,98027,32,0.5925155558576688,1.0239646216262694,0.8771929824561404,0.0,0.0,0.034127871234561
550000.0,3.0,1.75,1.5,0,3,Sammamish,98075,37,0.8001778342347894,1.2559629282461302,0.6929824561403528,1.0,0.0,0.03219322267553419
805000.0,3.0,2.0,1.5,0,4,Seattle,98115,31,0.5925155558576688,0.06117164915384694,0.2543859649122808,0.0,0.17219917012448133,0.0035973099349838854
284000.0,3.0,1.75,1.0,0,3,Carnation,98014,26,-0.3523478107582304,-0.031627673494097404,0.5964912280701782,0.9915590863952334,0.0,0.020925315300210513
470000.0,5.0,2.5,1.0,0,3,Bothell,98011,24,0.073359859914867,-0.4260247947478608,0.6666666666666679,0.0,0.15560165975103735,0.00839900147171147
430000.0,4.0,1.5,1.0,0,4,Bellevue,98006,40,-0.22775044373195802,-0.8784214926565895,0.4736842105263186,0.9826216484607746,0.1763485477178423,0.008720356191434268
491500.0,4.0,1.75,1.0,2,3,Auburn,98092,8,0.05259363207715493,0.42076902441463127,0.5964912280701782,0.9915590863952334,0.0,0.11625961735501779
785000.0,5.0,3.25,2.0,2,3,Snoqualmie,98065,29,1.578911378148992,2.1259565780706087,0.9298245614035103,0.0,0.0,0.010578624788092178
385000.0,3.0,3.25,2.0,0,3,Seattle,98199,31,-0.8507372788633201,-0.9132212386495686,0.9473684210526336,0.0,0.058091286307053944,0.0006417779764898751
295000.0,2.0,2.5,2.0,0,3,Seattle,98106,31,-0.528860747378783,-0.6348232707057356,0.9561403508771953,0.0,0.07261410788381742,0.0006799679576743234
555000.0,4.0,2.5,2.0,0,3,Snoqualmie,98065,29,1.2155023909890308,1.719959541485852,0.9824561403508802,0.9493545183714002,0.0,0.005460235846420388
459990.0,3.0,2.5,2.0,0,3,North Bend,98045,16,0.5613662141011007,0.9891648756332904,0.9912280701754383,0.9548162859980138,0.0,0.0045650999459751485
625000.0,4.0,3.25,1.0,0,3,Renton,98059,15,0.6132817836953808,-0.31002564143793043,0.938596491228072,0.0,0.24273858921161826,0.04971776672441737
300000.0,3.0,2.5,2.0,0,3,Kent,98042,20,0.4160026192371161,0.8267660609993878,0.9298245614035103,0.0,0.0,0.004109614560628924
625000.0,4.0,2.75,2.0,0,3,Renton,98059,15,0.8105609481536454,1.2675628435771233,0.9824561403508802,0.9493545183714002,0.0,0.005558039456770804
553000.0,2.0,1.0,1.0,0,3,Seattle,98117,31,-1.2868280634552736,-1.0756200532834712,0.38596491228070207,0.0,0.0,0.004063041412843011
379880.0,3.0,2.5,1.0,0,4,Issaquah,98027,32,-0.508094519541071,-0.8088220006706313,0.7543859649122808,0.0,0.10788381742738588,0.012496507013916058
310000.0,3.0,1.0,1.0,0,4,Snoqualmie,98065,29,-1.1726138103478572,-0.9480209846425477,0.6403508771929829,0.0,0.0,0.008669125728869763
775000.0,2.0,2.5,1.0,0,3,Redmond,98053,36,0.5613662141011007,0.9891648756332904,0.912280701754387,0.9945382323733862,0.0,0.006291100802921067
365000.0,3.0,2.5,1.0,0,5,Renton,98058,15,0.06297674599601097,-0.29842572610693735,0.7719298245614041,0.0,0.13070539419087138,0.006251979358780901
331950.0,4.0,2.5,2.0,2,3,Auburn,98092,8,0.40561950531826013,0.21197054845675647,0.7894736842105274,0.9975173783515392,0.10788381742738588,0.008657948173401145
783500.0,3.0,2.5,2.0,0,3,Seattle,98122,31,0.7378791507216532,0.1887707177947704,0.7017543859649145,0.0,0.17842323651452283,0.006047057508522886
628000.0,4.0,2.0,1.0,0,3,Seattle,98122,31,0.14604165734685925,-0.7972220853396382,0.0,0.9955312810327706,0.23651452282157676,0.005003818998118445
560000.0,3.0,2.5,2.0,0,3,Sammamish,98074,37,-0.24851667156967008,0.08437147981583303,0.7631578947368425,0.9930486593843098,0.0,0.007550438719052143
900000.0,3.0,1.0,1.0,0,3,Kirkland,98033,34,-0.840354164944464,-0.5768236940507704,0.24561403508771917,0.9702085402184707,0.0,0.07203375621751523
531000.0,2.0,3.0,2.0,0,3,Seattle,98103,31,-0.9026528484576003,-0.8320218313326173,0.8771929824561404,0.0,0.03319502074688797,0.000500195607220701
831000.0,4.0,3.0,2.0,0,4,Seattle,98112,31,0.03182740423944286,-0.2520260647829652,0.7192982456140378,0.9985104270109235,0.11618257261410789,0.0031315784571247602
780000.0,4.0,2.5,2.0,2,3,Sammamish,98074,37,0.6132817836953808,1.0471644522882555,0.8421052631578974,0.0,0.0,0.008982097281991097
755000.0,4.0,2.5,1.0,0,4,Bellevue,98005,40,-0.020088165354837314,-0.24042614945197216,0.526315789473685,0.9935451837140019,0.10373443983402489,0.008908511708489355
705380.0,3.0,2.5,2.0,0,3,Issaquah,98029,32,0.364087049642836,0.7687664843444225,0.9035087719298254,0.0,0.0,0.0034510702509361205
627000.0,4.0,2.25,1.0,0,3,Issaquah,98027,32,-0.15506864629996578,-0.7160226780226869,0.6403508771929829,0.9995034756703078,0.16182572614107885,0.006589168948750908
865000.0,4.0,3.0,2.0,0,3,Sammamish,98075,37,1.61006071990556,2.1607563240635876,0.8596491228070207,0.9960278053624627,0.0,0.008619758192216696
580000.0,2.0,1.0,1.0,0,5,Seattle,98118,31,0.4160026192371161,-0.5884236093817634,0.36842105263157876,0.0,0.25311203319502074,0.005925967324279514
410000.0,3.0,2.25,1.0,0,4,Issaquah,98027,32,-0.3523478107582304,-0.5420239480577913,0.6842105263157912,0.9930486593843098,0.0912863070539419,0.033594142960934444
485000.0,4.0,3.0,1.0,0,4,Kirkland,98034,34,0.20834034085999545,-0.5652237787197774,0.6929824561403528,0.0,0.20746887966804978,0.005970677546153989
400000.0,2.0,1.75,1.0,0,2,Shoreline,98155,18,-0.03047127927369335,0.3279697017666869,0.4210526315789487,0.0,0.0,0.008272322509733789
549000.0,2.0,1.0,1.0,0,5,Seattle,98112,31,-1.0376333294027287,-0.7972220853396382,0.07017543859649322,0.0,0.0,0.004435626595130311
620000.0,3.0,1.75,2.5,0,3,Kirkland,98033,34,-0.6846074561616236,-0.40282496408587476,0.9210526315789487,0.0,0.0,0.0014409731924961346
405000.0,2.0,3.0,2.0,0,3,Seattle,98136,31,-0.7572892535936158,-0.7972220853396382,0.9298245614035103,0.0,0.05601659751037344,0.0005607406993423873
232000.0,2.0,1.0,1.0,0,4,Des Moines,98198,9,-0.9753346458895925,-0.72762259335368,0.5087719298245617,0.9791459781529295,0.0,0.006916112446208014
800866.0,5.0,2.5,2.0,0,4,Kirkland,98033,34,1.0805219100439023,1.5691606421829425,0.7894736842105274,0.0,0.0,0.01226550420089793
650000.0,3.0,1.5,1.0,2,4,Seattle,98177,31,0.021444290320586826,-0.4956242867338191,0.42982456140351033,0.9856007944389275,0.15767634854771784,0.007788893235716015
823000.0,6.0,1.75,2.5,0,4,Seattle,98122,31,0.8105609481536454,1.1051640289432207,0.07017543859649322,0.0,0.029045643153526972,0.004063041412843011
770000.0,3.0,2.0,1.5,0,4,Seattle,98112,31,0.2187234547788515,-0.02002775816310436,0.34210526315789735,0.9875868917576961,0.11203319502074688,0.004715065481845786
524000.0,3.0,1.75,1.0,0,4,Seattle,98199,31,-0.6015425448107753,-1.2148190372553878,0.38596491228070207,0.0,0.16182572614107885,0.004547402149816502
541125.0,5.0,2.75,1.0,0,4,Bellevue,98006,40,0.6236648976142368,-0.5304240327267982,0.526315789473685,0.9935451837140019,0.2842323651452282,0.007254233499133739
670000.0,3.0,2.5,3.0,0,3,Seattle,98105,31,-0.47694517778450285,-0.17082665746601391,0.07894736842105488,0.9920556107249255,0.0,0.001268652545688258
384900.0,5.0,2.5,1.0,0,3,Federal Way,98023,6,0.9870738847741981,-0.08962725014906262,0.5964912280701782,0.9915590863952334,0.27800829875518673,0.011281879319659458
406100.0,3.0,2.25,3.0,0,3,Seattle,98103,31,-0.7572892535936158,-0.48402437140282606,0.9210526315789487,0.0,0.0,0.0006464352912684663
1395000.0,5.0,3.5,2.0,1,5,Seattle,98105,31,1.9423203653089534,1.186363436260172,0.6228070175438596,0.0,0.24066390041493776,0.007332476387414073
736500.0,4.0,2.5,2.0,3,3,Renton,98059,15,1.0805219100439023,1.5691606421829425,0.8771929824561404,0.0,0.0,0.01980849121630433
570000.0,3.0,2.25,1.0,0,3,Redmond,98052,36,-0.1343024184622537,-0.5768236940507704,0.6578947368421062,0.0,0.14107883817427386,0.0049945043685612625
787000.0,3.0,1.75,1.0,0,3,Bellevue,98004,40,-0.840354164944464,-0.5768236940507704,0.5350877192982466,0.9950347567030784,0.0,0.006391698802138639
328000.0,4.0,2.5,2.0,0,3,Auburn,98092,8,0.23948968261656356,0.629567500372506,0.8596491228070207,0.9960278053624627,0.0,0.005460235846420388
435000.0,5.0,2.0,1.0,0,4,Seattle,98133,31,-0.3108153550828063,-0.3332254720999165,0.36842105263157876,0.9721946375372393,0.06224066390041494,0.008012444345088396
499000.0,4.0,2.5,2.0,0,3,Snoqualmie,98065,29,0.8001778342347894,1.2559629282461302,0.9298245614035103,0.0,0.0,0.005440675124350304
501000.0,4.0,1.0,1.0,0,3,Bellevue,98008,40,-0.07200373494911749,-0.7740222546776521,0.5526315789473699,0.997020854021847,0.1887966804979253,0.006409396598297285
1090000.0,4.0,2.5,2.5,0,3,Redmond,98053,36,2.2849631246312025,2.9147508205781354,0.8070175438596507,0.0,0.0,0.13127293727528455
400000.0,2.0,1.0,1.0,0,3,Seattle,98136,31,-1.3491267469684098,-1.1452195452694294,0.48245614035088025,0.9955312810327706,0.0,0.004538087520259319
220000.0,4.0,1.5,1.0,0,3,Federal Way,98023,6,-0.9338021902141683,-0.6812229320297077,0.6228070175438596,0.0,0.0,0.008347771009146967
657100.0,4.0,1.0,1.0,0,3,Seattle,98103,31,-0.7780554814313279,-0.9016213233185756,0.21052631578947612,0.9985104270109235,0.07053941908713693,0.00335512956649714
309950.0,4.0,2.75,2.0,0,3,Maple Valley,98038,12,0.17719099910342734,0.5599680083865477,0.9298245614035103,0.0,0.0,0.004063041412843011
300000.0,3.0,2.0,1.0,0,3,Duvall,98019,17,-1.131081354672433,-0.9016213233185756,0.7543859649122808,0.0,0.0,0.008787421524245982
525888.0,5.0,1.75,1.0,0,5,Issaquah,98027,32,0.42638573315597217,-0.02002775816310436,0.526315789473685,0.0,0.15352697095435686,0.06635369511354533
740000.0,4.0,1.75,1.5,0,3,Seattle,98119,31,-0.1343024184622537,0.21197054845675647,0.017543859649123306,0.0,0.0,0.0027589932748374596
340000.0,5.0,1.0,1.5,0,4,Kirkland,98034,34,-1.0583995572404408,-0.8204219160016243,0.5438596491228083,0.0,0.0,0.0078093854207418175
398750.0,3.0,2.5,2.0,0,3,Seattle,98144,31,0.09412608775257907,0.46716868573860343,0.4736842105263186,0.9955312810327706,0.0,0.0031315784571247602
206000.0,2.0,1.0,1.0,0,5,Burien,98168,14,-1.3802760887249779,-1.1800192912624086,0.38596491228070207,0.0,0.0,0.006073138471282997
1030000.0,5.0,2.75,1.0,3,3,Bellevue,98006,40,1.0909050239627585,-0.15922674213502086,0.6666666666666679,0.0,0.3112033195020747,0.015166079845004565
600000.0,3.0,1.75,1.0,0,4,Sammamish,98075,37,-0.4873282917033589,-0.18242657279700694,0.6666666666666679,0.9890764647467726,0.0,0.03632798673596751
379950.0,4.0,1.75,1.0,0,5,Shoreline,98133,18,-0.17583487413767784,-0.7972220853396382,0.526315789473685,0.0,0.17219917012448133,0.008151232325490415
287000.0,3.0,1.0,1.0,0,4,Seattle,98118,31,-0.7157567979181917,-0.4376247100788539,0.46491228070175694,0.9846077457795431,0.0,0.0049945043685612625
2280000.0,7.0,8.0,3.0,4,3,Redmond,98053,36,11.837427929978755,8.795907893391608,0.8684210526315788,0.0,0.8568464730290456,0.28606531418245496
309950.0,3.0,2.5,2.0,0,3,Renton,98055,15,-0.26928289940738215,0.06117164915384694,0.824561403508774,0.0,0.0,0.006706533281171408
600000.0,3.0,1.75,1.0,0,4,Seattle,98115,31,-0.26928289940738215,-0.9132212386495686,0.3947368421052637,0.0,0.17427385892116182,0.005329831032619832
418000.0,3.0,2.0,1.5,0,4,Seattle,98103,31,-0.7572892535936158,-0.48402437140282606,0.2631578947368425,0.0,0.0,0.005022448257232809
449250.0,4.0,2.0,1.5,0,5,Seattle,98133,31,-0.6846074561616236,-0.40282496408587476,0.24561403508771917,0.9781529294935452,0.0,0.0029862702360327134
329950.0,2.0,1.0,1.5,0,4,Seattle,98133,31,-1.0376333294027287,-0.7972220853396382,0.42982456140351033,0.9856007944389275,0.0,0.0042959071517725735
245000.0,3.0,1.75,1.0,0,3,Auburn,98001,8,-0.22775044373195802,-0.9596208999735408,0.7368421052631575,0.0,0.1908713692946058,0.008073920900165801
549000.0,4.0,2.5,2.0,0,3,Renton,98059,15,0.8001778342347894,1.2559629282461302,0.9473684210526336,0.0,0.0,0.005309338847594031
800000.0,3.0,2.5,2.0,0,3,Sammamish,98075,37,1.1428205935570386,1.6387601341689007,0.824561403508774,0.0,0.0,0.0067242310773300545
249950.0,3.0,2.0,1.0,0,4,Renton,98059,15,-0.6119256587296313,-0.32162555676892346,0.5087719298245617,0.9791459781529295,0.0,0.013414929488254254
210000.0,5.0,2.0,1.0,0,3,Des Moines,98198,9,-0.09276996278682956,-0.46082454074083995,0.49122807017543835,0.9935451837140019,0.12863070539419086,0.008906648782577917
1425000.0,2.0,2.5,2.0,0,3,Seattle,98112,31,0.08374297383372303,0.45556877040761035,0.8771929824561404,0.0,0.0,0.0031315784571247602
585000.0,2.0,1.0,1.5,0,3,Seattle,98117,31,-0.38349715251479854,-0.3564253027619026,0.42982456140351033,0.9920556107249255,0.051867219917012444,0.0074535665716574445
615000.0,4.0,1.75,1.0,0,4,Redmond,98052,36,0.16680788518457132,0.15397097180179128,0.6754385964912295,0.0,0.07053941908713693,0.010303843216155295
618500.0,3.0,2.0,1.0,0,4,Seattle,98115,31,-0.3523478107582304,-0.8668215773255964,0.36842105263157876,0.984111221449851,0.14937759336099585,0.004063041412843011
487585.0,4.0,1.75,1.0,0,3,Kirkland,98034,34,-0.1343024184622537,-0.4144248794168678,0.6754385964912295,0.9950347567030784,0.11203319502074688,0.007985431919372567
509900.0,3.0,2.5,2.0,0,3,Issaquah,98027,32,-0.36273092467708645,-0.043227588825090445,0.9649122807017569,0.0,0.0,0.0019206766146910336
631625.0,4.0,2.5,2.0,0,3,Seattle,98117,31,0.3121714800485558,0.7107669076894573,1.0,0.0,0.0,0.005600886752733843
555000.0,3.0,2.5,2.0,0,3,Issaquah,98027,32,-0.20698421589424595,0.1307711411398052,0.9561403508771953,0.0,0.0,0.00239665418506306
340000.0,2.0,1.5,2.0,0,3,Seattle,98144,31,-1.0168671015650166,-0.7740222546776521,0.8859649122807021,0.0,0.0,0.0007451703645746008
830000.0,4.0,2.5,2.0,0,3,Redmond,98052,36,1.308950416258735,1.8243587794647893,0.938596491228072,0.0,0.0,0.008433465601073047
890000.0,4.0,4.25,2.0,0,3,Issaquah,98027,32,2.368028035982051,1.8359586947957824,0.9298245614035103,0.0,0.2095435684647303,0.0047616386296316995
366750.0,3.0,3.0,3.0,0,3,Seattle,98125,31,-0.5901211195000337,-0.2972657345738381,0.9473684210526336,0.0,0.0,0.0012844874159354683
415000.0,3.0,2.25,2.5,0,3,Issaquah,98029,32,-0.539243861297639,-0.3332254720999165,0.9649122807017569,0.0,0.016597510373443983,0.00033532666405857044
416286.0,3.0,2.5,3.0,0,3,Seattle,98115,31,-0.759365876377387,-0.4863443544690247,0.9210526315789487,0.0,0.0,0.0003269434974571061
478000.0,3.0,2.5,2.0,0,3,Renton,98056,15,0.9351583151799179,1.40676182754904,0.938596491228072,0.0,0.0,0.003629911138434024
890000.0,5.0,3.5,2.0,0,3,Issaquah,98027,32,2.440709833414043,1.5923604728449285,0.9298245614035103,0.0,0.2676348547717842,0.0049945043685612625
419190.0,2.0,2.5,2.0,0,3,Issaquah,98029,32,-0.5703932030542072,-0.2752258954449513,1.0,0.0,0.0,0.0007339928091059818
712198.0,4.0,2.5,2.0,0,3,Redmond,98052,36,0.3225545939674118,0.7223668230204503,0.9912280701754383,0.9548162859980138,0.0,0.003361649807187168
397000.0,4.0,2.0,1.0,0,3,Kirkland,98034,34,-0.7261399118370477,-0.72762259335368,0.6228070175438596,0.0,0.04979253112033195,0.006559362134167924
450000.0,2.0,2.0,1.5,0,3,Seattle,98117,31,-1.0791657850781529,-0.8436217466636103,0.10526315789473983,0.9955312810327706,0.0,0.002200115501406509
353000.0,3.0,1.0,1.0,0,4,Seattle,98125,31,-0.819587937106752,-1.1220197146074433,0.412280701754387,0.9870903674280039,0.1016597510373444,0.006615249911511019
609000.0,4.0,2.5,2.0,0,3,Redmond,98052,36,0.01106117640173079,0.3743693630906591,0.7456140350877192,0.0,0.0,0.03478362115538665
234000.0,3.0,1.75,1.0,0,4,Covington,98042,7,-0.6742243422427675,-0.9480209846425477,0.6578947368421062,0.0,0.0995850622406639,0.007198345721790644
561000.0,3.0,2.0,2.0,0,3,Seattle,98136,31,-0.14468553238110973,0.20037063312576345,0.1403508771929829,0.9860973187686196,0.0,0.005925967324279514
469000.0,2.0,1.0,1.0,0,3,Seattle,98117,31,-1.151847582510145,-0.9248211539805616,0.21052631578947612,0.9985104270109235,0.0,0.00350416363941206
329350.0,2.0,1.0,1.0,0,3,Seattle,98117,31,-1.4737241139946822,-1.284418529241346,0.36842105263157876,0.9925521350546177,0.0,0.0056344194191397
488000.0,5.0,2.0,1.5,0,4,Seattle,98117,31,-0.12391930454339767,0.22357046378774953,0.3333333333333357,0.0,0.0,0.004063041412843011
279900.0,3.0,1.75,1.0,1,4,Des Moines,98198,9,-0.5807763169730632,-0.8436217466636103,0.5438596491228083,0.0,0.0995850622406639,0.0069980811863112205
606000.0,4.0,2.5,2.0,0,3,Issaquah,98027,32,-0.03047127927369335,0.3279697017666869,0.7631578947368425,0.9930486593843098,0.0,0.012306488570949533
312000.0,4.0,2.0,1.0,0,3,Seattle,98146,31,-0.8715035067010322,-0.6116234400437495,0.438596491228072,0.9995034756703078,0.0,0.005976266323888299
650000.0,3.0,1.5,1.0,1,3,Seattle,98115,31,-0.528860747378783,-0.7740222546776521,0.350877192982459,0.9910625620655412,0.0975103734439834,0.006368412228245682
1135000.0,4.0,2.75,1.0,3,3,Seattle,98136,31,1.277801074502167,0.1655708871327843,0.6140350877192979,1.0,0.2904564315352697,0.006953370964436744
325000.0,4.0,2.5,1.0,0,3,Seattle,98106,31,-0.2588997854885261,-0.9828207306355269,0.7017543859649145,0.0,0.1887966804979253,0.005139812589653309
425000.0,4.0,2.0,1.0,0,5,Inglewood-Finn Hill,98034,19,-0.6430750004861994,-0.3564253027619026,0.5877192982456165,0.0,0.0,0.0068415954097505545
219000.0,2.0,1.0,1.0,0,3,Seattle,98106,31,-1.2868280634552736,-1.0756200532834712,0.4561403508771953,0.997020854021847,0.0,0.004212075485757931
250000.0,3.0,1.0,1.0,0,3,Shoreline,98133,18,-1.131081354672433,-0.9016213233185756,0.4736842105263186,0.9955312810327706,0.0,0.005808602991859014
390000.0,3.0,1.75,1.0,0,4,Bellevue,98008,40,-0.9130359623764563,-0.6580231013677217,0.5789473684210549,0.0,0.0,0.005460235846420388
475000.0,6.0,3.0,1.5,0,3,Kenmore,98028,21,1.3816322136907273,1.9055581867817406,0.21052631578947612,0.9985104270109235,0.0,0.1089569477821867
